Date,Open,High,Low,Close,Adj Close,Volume
2017-11-15,35.279999,35.500000,35.230000,35.360001,35.360001,12947000
2017-11-16,35.340000,35.580002,35.250000,35.560001,35.560001,12927800
2017-11-17,35.369999,35.490002,35.169998,35.369999,35.369999,14847500
2017-11-20,35.380001,35.450001,35.270000,35.349998,35.349998,11817400
2017-11-21,35.400002,35.730000,35.380001,35.540001,35.540001,12650000
2017-11-22,35.450001,35.500000,35.320000,35.430000,35.430000,10553100
2017-11-24,35.509998,35.560001,35.369999,35.490002,35.490002,6397300
2017-11-27,35.520000,35.650002,35.380001,35.490002,35.490002,10292800
2017-11-28,35.590000,35.889999,35.520000,35.849998,35.849998,12985800
2017-11-29,35.939999,36.410000,35.880001,36.209999,36.209999,15296800
2017-11-30,36.209999,36.480000,36.080002,36.259998,36.259998,22830800
2017-12-01,36.290001,36.500000,36.009998,36.349998,36.349998,18584900
2017-12-04,36.490002,36.619999,36.049999,36.060001,36.060001,14086800
2017-12-05,35.919998,36.189999,35.509998,35.630001,35.630001,22320600
2017-12-06,35.580002,35.880001,35.509998,35.560001,35.560001,17379200
2017-12-07,35.560001,35.639999,35.150002,35.500000,35.500000,15807800
2017-12-08,35.320000,35.770000,35.320000,35.740002,35.740002,14901100
2017-12-11,36.040001,36.259998,35.689999,36.209999,36.209999,14362900
2017-12-12,36.360001,36.820000,36.250000,36.580002,36.580002,22485900
2017-12-13,36.570000,36.799999,36.470001,36.639999,36.639999,15787200
2017-12-14,36.730000,36.889999,36.340000,36.459999,36.459999,14764800
2017-12-15,36.779999,37.224998,36.709999,37.200001,37.200001,37779656
