Date,Open,High,Low,Close,Adj Close,Volume
2017-11-16,26.910000,27.049999,26.740000,26.760000,26.646450,54565200
2017-11-17,26.510000,26.730000,26.440001,26.620001,26.507046,48420700
2017-11-20,26.740000,26.840000,26.540001,26.740000,26.626535,46328800
2017-11-21,26.799999,26.860001,26.690001,26.730000,26.616577,57749100
2017-11-22,26.770000,26.900000,26.590000,26.660000,26.546875,38103200
2017-11-24,26.719999,26.740000,26.570000,26.590000,26.477173,14273600
2017-11-27,26.520000,26.920000,26.510000,26.590000,26.477173,44828600
2017-11-28,26.620001,27.700001,26.570000,27.639999,27.522717,99765000
2017-11-29,28.020000,28.490000,27.840000,28.280001,28.160002,119728400
2017-11-30,28.620001,28.719999,28.080000,28.170000,28.170000,122131900
2017-12-01,28.250000,28.510000,27.500000,28.100000,28.100000,137774800
2017-12-04,28.850000,29.309999,28.820000,29.059999,29.059999,145661700
2017-12-05,29.100000,29.299999,28.850000,28.930000,28.930000,91349800
2017-12-06,28.730000,28.969999,28.570000,28.639999,28.639999,74593800
2017-12-07,28.889999,28.969999,28.370001,28.780001,28.780001,80706100
2017-12-08,29.020000,29.090000,28.760000,29.049999,29.049999,60991300
2017-12-11,29.030001,29.170000,28.900000,28.940001,28.940001,54001900
2017-12-12,29.320000,29.500000,28.910000,29.320000,29.320000,76017200
2017-12-13,29.309999,29.440001,28.830000,28.840000,28.840000,79980600
2017-12-14,29.059999,29.180000,28.709999,28.730000,28.730000,60492000
2017-12-15,28.910000,29.180000,28.740000,29.040001,29.040001,129838905
