Date,Open,High,Low,Close,Adj Close,Volume
2017-11-16,53.950001,54.860001,53.860001,54.599998,54.599998,26361800
2017-11-17,54.209999,54.459999,53.970001,54.150002,54.150002,15814800
2017-11-20,54.119999,54.209999,53.849998,54.049999,54.049999,16943100
2017-11-21,54.080002,54.580002,53.990002,54.520000,54.520000,13757000
2017-11-22,54.459999,54.619999,54.029999,54.060001,54.060001,11421700
2017-11-24,54.189999,54.310001,54.000000,54.090000,54.090000,5386500
2017-11-27,54.020000,54.459999,53.860001,53.950001,53.950001,11066800
2017-11-28,53.869999,55.889999,53.720001,55.570000,55.570000,25685200
2017-11-29,55.840000,57.250000,55.700001,56.680000,56.680000,29631800
2017-11-30,57.029999,57.330002,56.380001,56.470001,56.470001,30984400
2017-12-01,56.570000,57.180000,55.439999,56.200001,56.200001,31242400
2017-12-04,57.270000,57.990002,57.200001,57.389999,57.389999,28720400
2017-12-05,58.660000,59.410000,57.439999,58.549999,58.549999,39754900
2017-12-06,58.680000,59.099998,58.119999,58.570000,58.570000,26758300
2017-12-07,58.450001,60.000000,58.290001,59.360001,59.360001,32990600
2017-12-08,59.310001,59.919998,59.150002,59.310001,59.310001,22017100
2017-12-11,58.959999,59.299999,58.619999,58.869999,58.869999,15876600
2017-12-12,58.709999,60.560001,58.709999,60.330002,60.330002,25040400
2017-12-13,60.310001,60.500000,59.380001,59.400002,59.400002,18227000
2017-12-14,59.549999,59.990002,59.209999,59.220001,59.220001,14673000
2017-12-15,59.450001,60.650002,59.349998,59.869999,59.869999,36467423
