Date,Open,High,Low,Close,Adj Close,Volume
2017-11-16,98.529999,99.059998,98.309998,98.470001,98.470001,9808000
2017-11-17,97.820000,98.410004,97.570000,98.139999,98.139999,9017900
2017-11-20,98.449997,99.150002,97.760002,99.010002,99.010002,9483200
2017-11-21,99.500000,99.550003,98.910004,98.930000,98.930000,13389400
2017-11-22,99.029999,99.519997,98.589996,98.639999,98.639999,7342200
2017-11-24,98.830002,98.900002,98.260002,98.320000,98.320000,3680000
2017-11-27,98.309998,99.129997,97.930000,97.930000,97.930000,13076200
2017-11-28,98.209999,101.699997,97.970001,101.360001,101.360001,16773000
2017-11-29,102.410004,104.220001,101.959999,103.730003,103.730003,21105500
2017-11-30,104.739998,106.660004,104.040001,104.519997,104.519997,23945900
2017-12-01,104.900002,105.320000,102.199997,104.790001,104.790001,19683500
2017-12-04,107.730003,108.400002,106.769997,106.949997,106.949997,23576600
2017-12-05,105.580002,107.410004,104.120003,105.720001,105.720001,17193900
2017-12-06,105.550003,105.760002,104.529999,104.930000,104.930000,15476200
2017-12-07,103.949997,105.190002,103.730003,104.620003,104.620003,13371800
2017-12-08,104.750000,105.940002,104.339996,105.930000,105.930000,13506900
2017-12-11,105.720001,106.059998,105.309998,105.620003,105.620003,10591200
2017-12-12,106.910004,107.370003,105.540001,106.849998,106.849998,15508800
2017-12-13,106.699997,107.110001,105.480003,105.510002,105.510002,15020300
2017-12-14,106.120003,106.449997,104.639999,104.660004,104.660004,13017200
2017-12-15,105.790001,106.519997,105.199997,106.139999,106.139999,29350410
